customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,SeniorCitizenLabel,TenureGroup,MonthlyChargeGroup,PredictedChurn,ChurnProbability,RiskLevel,RecommendedAction
1142-WACZW,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,1,No,0-12 Months,Low,1,0.6409864071900402,High Risk,Offer discounted annual contract
7901-HXJVA,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,0,No,13-24 Months,High,1,0.7524638151948295,High Risk,Offer discounted annual contract
5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,Yes,0-12 Months,High,1,0.7784732514061813,High Risk,Offer discounted annual contract
4892-VLANZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,1,No,0-12 Months,Low,0,0.4137682945485277,Medium Risk,Send personalized loyalty offer
5924-IFQTT,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,0,No,13-24 Months,High,1,0.5858740970210327,Medium Risk,Send personalized loyalty offer
7968-QUXNS,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,0,No,0-12 Months,Low,0,0.36319762277542933,Medium Risk,Send personalized loyalty offer
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,1,No,0-12 Months,High,1,0.7466577021875853,High Risk,Offer discounted annual contract
4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,No,0-12 Months,High,1,0.7230241313851493,High Risk,Offer discounted annual contract
8903-WMRNW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,0,No,13-24 Months,Very High,1,0.7650792624339416,High Risk,Offer discounted annual contract
2452-SNHFZ,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,0,No,25-48 Months,High,0,0.3433079167298887,Medium Risk,Send personalized loyalty offer
3629-WEAAM,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,0,No,0-12 Months,Medium,1,0.5135694206122794,Medium Risk,Send personalized loyalty offer
6029-CSMJE,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,No,13-24 Months,Low,1,0.6438879222962172,High Risk,Offer discounted annual contract
7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,0,No,13-24 Months,High,1,0.5142739725085184,Medium Risk,Send personalized loyalty offer
9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,0,No,25-48 Months,High,0,0.3379542820084264,Medium Risk,Send personalized loyalty offer
9099-FTUHS,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,0,No,13-24 Months,Medium,0,0.46108734392388584,Medium Risk,Send personalized loyalty offer
0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,0,Yes,0-12 Months,High,1,0.8204934597795812,High Risk,Offer discounted annual contract
4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,0,No,25-48 Months,Low,0,0.06510100495500262,Low Risk,Maintain regular engagement
9467-ROOLM,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,0,No,25-48 Months,Low,0,0.19375243325493324,Low Risk,Maintain regular engagement
3030-YZADT,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,1,No,0-12 Months,Medium,1,0.5340741447192792,Medium Risk,Send personalized loyalty offer
7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,No,13-24 Months,Medium,1,0.5024982445593276,Medium Risk,Send personalized loyalty offer
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,0,Yes,0-12 Months,High,1,0.934467433091702,High Risk,Offer discounted annual contract
2253-KPMNB,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,0,No,61-72 Months,Medium,0,0.012034516241328999,Low Risk,Maintain regular engagement
1345-ZUKID,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,0,No,13-24 Months,Low,0,0.15195620748679578,Low Risk,Maintain regular engagement
6429-SHBCB,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,0,No,13-24 Months,Medium,1,0.6421484028696706,High Risk,Offer discounted annual contract
9281-OFDMF,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,0,Yes,25-48 Months,High,1,0.722573072397205,High Risk,Offer discounted annual contract
2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,0,No,25-48 Months,Very High,1,0.7836269588464811,High Risk,Offer discounted annual contract
1834-WULEG,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,0,No,13-24 Months,Low,0,0.07700116913603693,Low Risk,Maintain regular engagement
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,0,No,13-24 Months,Medium,0,0.3739464814593002,Medium Risk,Send personalized loyalty offer
5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,0,No,61-72 Months,High,0,0.02793466219890893,Low Risk,Maintain regular engagement
4893-GYUJU,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,No,0,No,49-60 Months,Low,0,0.043144887475006985,Low Risk,Maintain regular engagement
4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,0,No,49-60 Months,Medium,0,0.11568125715367719,Low Risk,Maintain regular engagement
7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,0,No,25-48 Months,Very High,1,0.6353937118304552,High Risk,Offer free technical support trial
8908-SLFCJ,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,No,13-24 Months,Low,0,0.07779590494320125,Low Risk,Maintain regular engagement
8393-DLHGA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,1,No,25-48 Months,High,1,0.7684104880681003,High Risk,Offer discounted annual contract
9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,0,No,13-24 Months,Low,0,0.12951976207352403,Low Risk,Maintain regular engagement
6968-MHOMU,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,0,No,49-60 Months,Medium,0,0.21893722891565962,Low Risk,Maintain regular engagement
7395-IGJOS,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,Yes,13-24 Months,High,1,0.7288994284907724,High Risk,Offer discounted annual contract
5044-XDPYX,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,0,No,49-60 Months,Low,0,0.021471757429686458,Low Risk,Maintain regular engagement
1814-WFGVS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,0,No,61-72 Months,Medium,0,0.019047982719560784,Low Risk,Maintain regular engagement
2834-SPCJV,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,1,No,49-60 Months,High,0,0.4627802202875915,Medium Risk,Send personalized loyalty offer
3721-WKIIL,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,0,No,25-48 Months,Low,0,0.06106425203566431,Low Risk,Maintain regular engagement
6734-CKRSM,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,0,No,0-12 Months,Low,0,0.3939746146153151,Medium Risk,Send personalized loyalty offer
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,0,No,61-72 Months,High,0,0.03788193921345266,Low Risk,Maintain regular engagement
6568-POCUI,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,0,No,25-48 Months,High,0,0.24551158336298673,Low Risk,Maintain regular engagement
7890-VYYWG,Male,1,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,Yes,0-12 Months,Medium,1,0.8302838129088584,High Risk,Offer discounted annual contract
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,No,61-72 Months,High,0,0.0656371355322316,Low Risk,Maintain regular engagement
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,Yes,0-12 Months,Low,1,0.7813349168862557,High Risk,Offer discounted annual contract
3457-PQBYH,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,0,No,49-60 Months,Low,0,0.009254995421591687,Low Risk,Maintain regular engagement
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,0,No,25-48 Months,High,1,0.6624107976942415,High Risk,Offer discounted annual contract
0587-DMGBH,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,No,0-12 Months,Medium,1,0.5890536765930953,Medium Risk,Send personalized loyalty offer
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,0,No,13-24 Months,Low,0,0.22285405228875668,Low Risk,Maintain regular engagement
3745-HRPHI,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,0,No,61-72 Months,Medium,0,0.04563686137775884,Low Risk,Maintain regular engagement
7636-OWBPG,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,0,Yes,0-12 Months,Low,1,0.7082257158778339,High Risk,Offer discounted annual contract
1231-YNDEK,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,No,49-60 Months,Low,0,0.014112718830728071,Low Risk,Maintain regular engagement
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,No,0,No,0-12 Months,Low,0,0.10377215239662103,Low Risk,Maintain regular engagement
6397-JNZZG,Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,1,Yes,25-48 Months,Medium,0,0.4881644229395238,Medium Risk,Send personalized loyalty offer
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,0,No,0-12 Months,High,1,0.7469972124951383,High Risk,Offer discounted annual contract
4393-OBCRR,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,0,No,0-12 Months,Low,0,0.22565222094831341,Low Risk,Maintain regular engagement
3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,1,No,13-24 Months,Medium,0,0.30060057294620657,Medium Risk,Send personalized loyalty offer
8564-LDKFL,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,0,No,25-48 Months,Very High,1,0.5298115699944632,Medium Risk,Send personalized loyalty offer
3696-DFHHB,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,No,61-72 Months,Low,0,0.010366511631808985,Low Risk,Maintain regular engagement
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,1,No,49-60 Months,Very High,1,0.7199520417795509,High Risk,Offer discounted annual contract
4717-GHADL,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,0,No,49-60 Months,High,0,0.11138222627452582,Low Risk,Maintain regular engagement
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,No,0-12 Months,Medium,1,0.7780642485371434,High Risk,Offer discounted annual contract
5879-HMFFH,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,No,61-72 Months,High,0,0.03594110025094618,Low Risk,Maintain regular engagement
6772-WFQRD,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,No,25-48 Months,Low,0,0.049476394976031256,Low Risk,Maintain regular engagement
3810-DVDQQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,0,No,61-72 Months,Very High,0,0.10478173835621991,Low Risk,Maintain regular engagement
6972-SNKKW,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,0,No,0-12 Months,Low,0,0.3609327465667042,Medium Risk,Send personalized loyalty offer
3694-GLTJM,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,No,0-12 Months,Low,0,0.4376904506799964,Medium Risk,Send personalized loyalty offer
8550-XSXUQ,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,0,No,25-48 Months,High,0,0.20273464794147153,Low Risk,Maintain regular engagement
8149-RSOUN,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,1,No,0-12 Months,High,1,0.9256599738639718,High Risk,Offer discounted annual contract
9055-MOJJJ,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,0,No,61-72 Months,Medium,0,0.033714708030557296,Low Risk,Maintain regular engagement
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,0,No,13-24 Months,Low,0,0.13502982352644277,Low Risk,Maintain regular engagement
0585-EGDDA,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,0,No,25-48 Months,High,1,0.5954936738907506,Medium Risk,Send personalized loyalty offer
4032-RMHCI,Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,0,No,25-48 Months,Medium,0,0.10928731992329446,Low Risk,Maintain regular engagement
0549-CYCQN,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,Yes,49-60 Months,High,0,0.3432428762431734,Medium Risk,Send personalized loyalty offer
3481-JHUZH,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,0,No,25-48 Months,High,1,0.6610049994346618,High Risk,Offer discounted annual contract
7250-EQKIY,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,1,No,0-12 Months,Medium,1,0.5420656455518815,Medium Risk,Send personalized loyalty offer
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,No,0-12 Months,Low,0,0.4647432238789524,Medium Risk,Send personalized loyalty offer
6869-FGJJC,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,0,No,61-72 Months,High,0,0.14549241297347745,Low Risk,Maintain regular engagement
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,0,No,13-24 Months,Low,0,0.05503387614482665,Low Risk,Maintain regular engagement
8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,0,No,61-72 Months,High,0,0.028654858192773715,Low Risk,Maintain regular engagement
5960-MVTUK,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,0,No,0-12 Months,Low,1,0.7685410891612898,High Risk,Offer discounted annual contract
6817-WTYHE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,No,0-12 Months,Medium,1,0.5868241334092873,Medium Risk,Send personalized loyalty offer
3082-VQXNH,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,No,0-12 Months,Low,1,0.6813826898349058,High Risk,Offer discounted annual contract
4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,1,No,0-12 Months,High,1,0.7676266669433036,High Risk,Offer discounted annual contract
4931-TRZWN,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,No,13-24 Months,High,1,0.6565278344668652,High Risk,Offer discounted annual contract
0750-EKNGL,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,0,No,0-12 Months,Low,0,0.34494393111224547,Medium Risk,Send personalized loyalty offer
7669-LCRSD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,No,0-12 Months,Medium,1,0.5549330955195759,Medium Risk,Send personalized loyalty offer
3567-PQTSO,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,0,No,49-60 Months,Very High,1,0.5073036295792066,Medium Risk,Send personalized loyalty offer
5519-NPHVG,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,No,0-12 Months,High,1,0.9009991298167027,High Risk,Offer discounted annual contract
8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,0,No,61-72 Months,Low,0,0.007276010145251073,Low Risk,Maintain regular engagement
9938-EKRGF,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,0,No,13-24 Months,High,0,0.37866768009043345,Medium Risk,Send personalized loyalty offer
2703-AMTUL,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,0,No,25-48 Months,Medium,0,0.07609244059343742,Low Risk,Maintain regular engagement
0928-JMXNP,Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,0,Yes,0-12 Months,Low,1,0.8446466180205485,High Risk,Offer discounted annual contract
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,0,No,13-24 Months,Low,0,0.04182895260530869,Low Risk,Maintain regular engagement
4825-XJGDM,Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,0,No,61-72 Months,Medium,0,0.04531606160346127,Low Risk,Maintain regular engagement
5402-HTOTQ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,0,No,13-24 Months,Medium,1,0.5766976550431218,Medium Risk,Send personalized loyalty offer
6734-JDTTV,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,No,61-72 Months,Low,0,0.00856852267758444,Low Risk,Maintain regular engagement
7850-THJMU,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,0,No,25-48 Months,Low,0,0.03889664961246282,Low Risk,Maintain regular engagement
3890-RTCMS,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,0,No,13-24 Months,Medium,0,0.43953747359783024,Medium Risk,Send personalized loyalty offer
8849-GYOKR,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,1,No,49-60 Months,Very High,0,0.30054157401339915,Medium Risk,Send personalized loyalty offer
3148-BLQJT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,1,No,0-12 Months,Low,0,0.4122871530043915,Medium Risk,Send personalized loyalty offer
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,0,No,0-12 Months,Low,0,0.0959693919963494,Low Risk,Maintain regular engagement
3665-JATSN,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,0,No,13-24 Months,Medium,1,0.7244751416182017,High Risk,Offer discounted annual contract
7966-YOTQW,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,0,No,0-12 Months,Medium,1,0.556072495620437,Medium Risk,Send personalized loyalty offer
0461-CVKMU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,1,No,13-24 Months,High,1,0.5215625617141759,Medium Risk,Send personalized loyalty offer
8806-EAGWC,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,1,No,0-12 Months,Medium,1,0.6436619772219071,High Risk,Offer discounted annual contract
8853-TZDGH,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,0,No,61-72 Months,Very High,0,0.18142514336182372,Low Risk,Maintain regular engagement
7779-LGOVN,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,Yes,0-12 Months,High,1,0.8944042218001308,High Risk,Offer discounted annual contract
4324-BZCKL,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,0,No,0-12 Months,Medium,0,0.476090537875208,Medium Risk,Send personalized loyalty offer
6924-TDGMT,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,0,No,0-12 Months,Low,0,0.19535248325371882,Low Risk,Maintain regular engagement
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,1,Yes,25-48 Months,Very High,1,0.7027421087713238,High Risk,Offer discounted annual contract
